2021-06-15 04:52:00,841 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-24 00:19:22,779 | exts.debug | DEBUG | {"op":6,"d":{"seq":29,"session_id":"871ed468563a9f7772aaf7769560e3e3","token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo"}}
2021-06-24 00:19:22,820 | bot | INFO | Resumed Connection
2021-06-24 00:19:22,820 | bot | DEBUG | bot Bot resumed connection
2021-06-24 00:19:23,161 | bot | DEBUG | changed bot status
2021-06-24 00:19:23,162 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":0,"name":"in 5 servers"},"afk":false,"since":0.0,"status":"online"}}
2021-06-24 22:36:40,226 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-24 22:36:40,227 | bot | DEBUG | created bot base.
2021-06-24 22:36:40,248 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2021-06-24 22:36:40,249 | constant | DEBUG | init database succesful
2021-06-24 22:36:40,274 | utils.planner | DEBUG | triggered update
2021-06-24 22:36:40,280 | bot | DEBUG | bot subclass Created.
2021-06-24 22:36:40,286 | bot | INFO | Cog loaded: DayLoop
2021-06-24 22:36:40,287 | bot | INFO | Cog loaded: ErrorHandler
2021-06-24 22:36:40,291 | bot | INFO | Cog loaded: Help
2021-06-24 22:36:40,296 | bot | INFO | Cog loaded: Snekbox
2021-06-24 22:36:40,300 | bot | INFO | Cog loaded: Assignments
2021-06-24 22:36:40,303 | bot | INFO | Cog loaded: Utility
2021-06-24 22:36:40,304 | bot | INFO | Cog loaded: VoiceChannel
2021-06-24 22:36:40,307 | bot | INFO | Cog loaded: Debug
2021-06-24 22:36:40,309 | bot | INFO | Cog loaded: Latency
2021-06-24 22:36:40,310 | bot | INFO | Cog loaded: NewPatch
2021-06-24 22:36:40,312 | bot | INFO | Cog loaded: SetUp
2021-06-24 22:36:40,315 | bot | INFO | Cog loaded: AdminCommands
2021-06-24 22:36:40,318 | bot | INFO | Cog loaded: Updater
2021-06-24 22:36:40,398 | bot | INFO | Cog loaded: KUSNews
2021-06-24 22:36:40,429 | exts.kus | DEBUG | loaded data
2021-06-24 22:36:40,646 | exts.debug | DEBUG | {"op":1,"d":null}
2021-06-24 22:36:40,646 | exts.debug | DEBUG | {"op":2,"d":{"token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo","properties":{"$os":"linux","$browser":"discord.py","$device":"discord.py","$referrer":"","$referring_domain":""},"compress":true,"large_threshold":250,"guild_subscriptions":true,"v":3,"presence":{"status":"dnd","game":{"flags":0,"type":3,"name":"myself starting..."},"since":0,"afk":false},"intents":32767}}
2021-06-24 22:36:42,960 | utils.planner | DEBUG | returning sorted date for 562976873685057546
2021-06-24 22:36:42,967 | bot | INFO | Connected successfully
2021-06-24 22:36:42,967 | bot | DEBUG | bot connected
2021-06-24 22:36:43,171 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-24 22:36:43,462 | bot | DEBUG | changed bot status
2021-06-24 22:36:43,463 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":0,"name":",help command"},"afk":false,"since":0.0,"status":"online"}}
2021-06-24 22:36:43,465 | utils.planner | DEBUG | returning sorted date for 676256965650808873
2021-06-24 22:36:43,560 | utils.planner | DEBUG | returning sorted date for 829749071891005512
2021-06-24 22:36:43,641 | bot | DEBUG | exts.update Time took to update all works: 0.8267552852630615 sec
2021-06-24 23:00:40,426 | bot | DEBUG | exts.dayloop New day [UTC+1] detected.
2021-06-24 23:00:40,576 | exts.dayloop | DEBUG | updating passed work
2021-06-24 23:00:40,576 | utils.planner | DEBUG | looping througth all assignment...
2021-06-24 23:00:40,629 | exts.dayloop | DEBUG | updating 562976873685057546
2021-06-24 23:00:40,630 | bot | DEBUG | creating assignment embed...
2021-06-24 23:00:40,630 | bot | DEBUG | successfully created assignment embed
2021-06-24 23:00:40,779 | exts.dayloop | DEBUG | updated 562976873685057546
2021-06-24 23:00:40,779 | utils.planner | DEBUG | checking old work to delete
2021-06-24 23:00:40,793 | utils.planner | TRACE | removed 4cfe9c04 from 562976873685057546
2021-06-24 23:00:40,818 | utils.planner | DEBUG | found 1
2021-06-24 23:00:40,818 | bot | DEBUG | exts.dayloop Deleted passed works with amount: 1
2021-06-24 23:00:40,920 | utils.planner | DEBUG | triggered update
2021-06-24 23:01:40,578 | utils.planner | DEBUG | returning sorted date for 562976873685057546
2021-06-24 23:01:40,798 | bot | DEBUG | creating assignment embed...
2021-06-24 23:01:40,799 | bot | DEBUG | successfully created assignment embed
2021-06-24 23:01:42,073 | bot | DEBUG | creating assignment embed...
2021-06-24 23:01:42,074 | bot | DEBUG | successfully created assignment embed
2021-06-24 23:01:43,190 | bot | DEBUG | creating assignment embed...
2021-06-24 23:01:43,190 | bot | DEBUG | successfully created assignment embed
2021-06-24 23:01:44,345 | bot | DEBUG | creating assignment embed...
2021-06-24 23:01:44,346 | bot | DEBUG | successfully created assignment embed
2021-06-24 23:01:45,452 | bot | DEBUG | creating assignment embed...
2021-06-24 23:01:45,452 | bot | DEBUG | successfully created assignment embed
2021-06-24 23:01:46,570 | bot | DEBUG | creating assignment embed...
2021-06-24 23:01:46,570 | bot | DEBUG | successfully created assignment embed
2021-06-24 23:01:47,653 | bot | DEBUG | creating assignment embed...
2021-06-24 23:01:47,654 | bot | DEBUG | successfully created assignment embed
2021-06-24 23:01:49,866 | bot | DEBUG | exts.update :white_check_mark: Sucessfully update works at 562976873685057546 :
78EEEEEEED
2021-06-24 23:01:50,206 | exts.update | DEBUG | updated active-works for 562976873685057546
2021-06-24 23:01:50,314 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-24 23:01:50,422 | utils.planner | DEBUG | returning sorted date for 676256965650808873
2021-06-24 23:01:50,523 | utils.planner | DEBUG | returning sorted date for 829749071891005512
2021-06-24 23:01:50,633 | bot | DEBUG | exts.update Time took to update all works: 10.217766761779785 sec
2021-06-25 01:34:02,472 | exts.debug | DEBUG | {"op":1,"d":232}
2021-06-25 01:34:02,472 | exts.debug | DEBUG | {"op":6,"d":{"seq":232,"session_id":"d1073cfe11c9556ee57bf59d2f8b7705","token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo"}}
2021-06-25 01:34:02,516 | bot | INFO | Resumed Connection
2021-06-25 01:34:02,516 | bot | DEBUG | bot Bot resumed connection
2021-06-25 01:34:02,981 | bot | DEBUG | changed bot status
2021-06-25 01:34:02,981 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":0,"name":"in 5 servers"},"afk":false,"since":0.0,"status":"online"}}
2021-06-26 03:05:39,246 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-26 03:05:39,248 | bot | DEBUG | created bot base.
2021-06-26 03:05:39,269 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2021-06-26 03:05:39,269 | constant | DEBUG | init database succesful
2021-06-26 03:05:39,301 | utils.planner | DEBUG | triggered update
2021-06-26 03:05:39,308 | bot | DEBUG | bot subclass Created.
2021-06-26 03:05:39,310 | bot | INFO | Cog loaded: VoiceChannel
2021-06-26 03:05:39,312 | bot | INFO | Cog loaded: SetUp
2021-06-26 03:05:39,397 | bot | INFO | Cog loaded: KUSNews
2021-06-26 03:05:39,402 | bot | INFO | Cog loaded: Utility
2021-06-26 03:05:39,404 | bot | INFO | Cog loaded: Latency
2021-06-26 03:05:39,406 | bot | INFO | Cog loaded: DayLoop
2021-06-26 03:05:39,407 | bot | INFO | Cog loaded: Debug
2021-06-26 03:05:39,410 | bot | INFO | Cog loaded: Help
2021-06-26 03:05:39,415 | bot | INFO | Cog loaded: Assignments
2021-06-26 03:05:39,416 | bot | INFO | Cog loaded: NewPatch
2021-06-26 03:05:39,419 | bot | INFO | Cog loaded: AdminCommands
2021-06-26 03:05:39,424 | bot | INFO | Cog loaded: Snekbox
2021-06-26 03:05:39,426 | bot | INFO | Cog loaded: Updater
2021-06-26 03:05:39,427 | bot | INFO | Cog loaded: ErrorHandler
2021-06-26 03:05:39,461 | exts.kus | DEBUG | loaded data
2021-06-26 03:05:39,710 | exts.debug | DEBUG | {"op":1,"d":null}
2021-06-26 03:05:39,710 | exts.debug | DEBUG | {"op":2,"d":{"token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo","properties":{"$os":"linux","$browser":"discord.py","$device":"discord.py","$referrer":"","$referring_domain":""},"compress":true,"large_threshold":250,"guild_subscriptions":true,"v":3,"presence":{"status":"dnd","game":{"flags":0,"type":3,"name":"myself starting..."},"since":0,"afk":false},"intents":32767}}
2021-06-26 03:05:41,976 | utils.planner | DEBUG | returning sorted date for 562976873685057546
2021-06-26 03:05:42,004 | bot | INFO | Connected successfully
2021-06-26 03:05:42,005 | bot | DEBUG | bot connected
2021-06-26 03:05:42,238 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-26 03:05:42,452 | bot | DEBUG | changed bot status
2021-06-26 03:05:42,453 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":3,"name":"~80 users"},"afk":false,"since":0.0,"status":"online"}}
2021-06-26 03:05:42,456 | utils.planner | DEBUG | returning sorted date for 676256965650808873
2021-06-26 03:05:42,532 | utils.planner | DEBUG | returning sorted date for 829749071891005512
2021-06-26 03:05:42,644 | bot | DEBUG | exts.update Time took to update all works: 0.7574052810668945 sec
2021-06-26 04:51:43,219 | exts.debug | DEBUG | {"op":1,"d":120}
2021-06-26 04:51:43,220 | exts.debug | DEBUG | {"op":6,"d":{"seq":120,"session_id":"b11f53d64c7cf78a1a0aa2ac84b2c14a","token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo"}}
2021-06-26 04:51:43,259 | bot | INFO | Resumed Connection
2021-06-26 04:51:43,260 | bot | DEBUG | bot resumed connection
2021-06-26 04:51:43,756 | bot | DEBUG | changed bot status
2021-06-26 04:51:43,757 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":3,"name":"~80 users"},"afk":false,"since":0.0,"status":"online"}}
2021-06-26 06:06:04,632 | exts.debug | DEBUG | {"op":1,"d":302}
2021-06-26 06:06:04,632 | exts.debug | DEBUG | {"op":6,"d":{"seq":302,"session_id":"b11f53d64c7cf78a1a0aa2ac84b2c14a","token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo"}}
2021-06-26 06:06:04,672 | bot | INFO | Resumed Connection
2021-06-26 06:06:04,672 | bot | DEBUG | bot resumed connection
2021-06-26 06:06:05,100 | bot | DEBUG | changed bot status
2021-06-26 06:06:05,101 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":0,"name":",help command"},"afk":false,"since":0.0,"status":"online"}}
2021-06-26 08:53:41,790 | exts.debug | DEBUG | {"op":1,"d":649}
2021-06-26 08:53:41,790 | exts.debug | DEBUG | {"op":6,"d":{"seq":649,"session_id":"b11f53d64c7cf78a1a0aa2ac84b2c14a","token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo"}}
2021-06-26 08:53:41,831 | bot | INFO | Resumed Connection
2021-06-26 08:53:41,831 | bot | DEBUG | bot resumed connection
2021-06-26 08:53:42,180 | bot | DEBUG | changed bot status
2021-06-26 08:53:42,180 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":3,"name":"13 assignments"},"afk":false,"since":0.0,"status":"online"}}
2021-06-26 11:32:30,543 | exts.debug | DEBUG | {"op":1,"d":1027}
2021-06-26 11:32:30,543 | exts.debug | DEBUG | {"op":6,"d":{"seq":1027,"session_id":"b11f53d64c7cf78a1a0aa2ac84b2c14a","token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo"}}
2021-06-26 11:32:30,590 | bot | INFO | Resumed Connection
2021-06-26 11:32:30,591 | bot | DEBUG | bot resumed connection
2021-06-26 11:32:30,974 | bot | DEBUG | changed bot status
2021-06-26 11:32:30,975 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":0,"name":"with python"},"afk":false,"since":0.0,"status":"online"}}
2021-06-26 12:06:51,712 | exts.kus | DEBUG | saved news channels
2021-06-26 12:06:51,713 | bot | DEBUG | exts.kus New news Channel has been removed, log//797471940411392061
2021-06-26 12:09:04,380 | bot | INFO | Cog loaded: KUSNews
2021-06-26 12:09:04,434 | exts.kus | DEBUG | loaded data
2021-06-26 12:09:34,641 | bot | INFO | Cog loaded: KUSNews
2021-06-26 12:09:34,663 | exts.kus | DEBUG | loaded data
2021-06-26 12:09:37,070 | exts.kus | DEBUG | saved news channels
2021-06-26 12:09:37,071 | bot | DEBUG | exts.kus New news Channel has been added, test//807963832592105473
2021-06-26 12:10:17,188 | bot | INFO | Cog loaded: KUSNews
2021-06-26 12:10:17,217 | exts.kus | DEBUG | loaded data
2021-06-26 12:10:27,644 | exts.kus | DEBUG | saved news channels
2021-06-26 12:10:27,644 | bot | DEBUG | exts.kus New news Channel has been removed, test//807963832592105473
2021-06-26 12:10:51,093 | bot | INFO | Cog loaded: KUSNews
2021-06-26 12:10:51,114 | exts.kus | DEBUG | loaded data
2021-06-26 12:33:21,734 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-26 12:33:21,735 | bot | DEBUG | created bot base.
2021-06-26 12:33:21,762 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2021-06-26 12:33:21,763 | constant | DEBUG | init database succesful
2021-06-26 12:33:21,808 | utils.planner | DEBUG | triggered update
2021-06-26 12:33:21,815 | bot | DEBUG | bot subclass Created.
2021-06-26 12:33:21,820 | bot | INFO | Cog loaded: DayLoop
2021-06-26 12:33:21,821 | bot | INFO | Cog loaded: NewPatch
2021-06-26 12:33:21,824 | bot | INFO | Cog loaded: Snekbox
2021-06-26 12:33:21,938 | bot | INFO | Cog loaded: KUSNews
2021-06-26 12:33:21,940 | bot | INFO | Cog loaded: Utility
2021-06-26 12:33:21,942 | bot | INFO | Cog loaded: ErrorHandler
2021-06-26 12:33:21,945 | bot | INFO | Cog loaded: AdminCommands
2021-06-26 12:33:21,946 | bot | INFO | Cog loaded: Debug
2021-06-26 12:33:21,948 | bot | INFO | Cog loaded: Updater
2021-06-26 12:33:21,949 | bot | INFO | Cog loaded: Latency
2021-06-26 12:33:21,952 | bot | INFO | Cog loaded: Assignments
2021-06-26 12:33:21,955 | bot | INFO | Cog loaded: Help
2021-06-26 12:33:21,956 | bot | INFO | Cog loaded: SetUp
2021-06-26 12:33:21,958 | bot | INFO | Cog loaded: VoiceChannel
2021-06-26 12:33:21,990 | exts.kus | DEBUG | loaded data
2021-06-26 12:33:22,187 | exts.debug | DEBUG | {"op":1,"d":null}
2021-06-26 12:33:22,188 | exts.debug | DEBUG | {"op":2,"d":{"token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo","properties":{"$os":"linux","$browser":"discord.py","$device":"discord.py","$referrer":"","$referring_domain":""},"compress":true,"large_threshold":250,"guild_subscriptions":true,"v":3,"presence":{"status":"dnd","game":{"flags":0,"type":3,"name":"myself starting..."},"since":0,"afk":false},"intents":32767}}
2021-06-26 12:33:24,444 | utils.planner | DEBUG | returning sorted date for 562976873685057546
2021-06-26 12:33:24,451 | exts.new_patch | DEBUG | Version change found, annoucing..
2021-06-26 12:33:24,453 | bot | INFO | Connected successfully
2021-06-26 12:33:24,453 | bot | DEBUG | bot connected
2021-06-26 12:33:24,698 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-26 12:33:24,891 | bot | DEBUG | changed bot status
2021-06-26 12:33:24,892 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":0,"name":"in 5 servers"},"afk":false,"since":0.0,"status":"online"}}
2021-06-26 12:33:24,906 | utils.planner | DEBUG | returning sorted date for 676256965650808873
2021-06-26 12:33:24,975 | utils.planner | DEBUG | returning sorted date for 829749071891005512
2021-06-26 12:33:25,209 | bot | DEBUG | exts.update Time took to update all works: 0.8435132503509521 sec
2021-06-26 16:55:33,992 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-26 16:55:33,994 | bot | DEBUG | created bot base.
2021-06-26 16:55:34,034 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2021-06-26 16:55:34,035 | constant | DEBUG | init database succesful
2021-06-26 16:55:34,093 | utils.planner | DEBUG | triggered update
2021-06-26 16:55:34,124 | bot | DEBUG | bot subclass Created.
2021-06-26 16:55:34,129 | bot | INFO | Cog loaded: DayLoop
2021-06-26 16:55:34,134 | bot | INFO | Cog loaded: Assignments
2021-06-26 16:55:34,137 | bot | INFO | Cog loaded: AdminCommands
2021-06-26 16:55:34,140 | bot | INFO | Cog loaded: SetUp
2021-06-26 16:55:34,142 | bot | INFO | Cog loaded: Utility
2021-06-26 16:55:34,149 | bot | INFO | Cog loaded: Help
2021-06-26 16:55:34,152 | bot | INFO | Cog loaded: Updater
2021-06-26 16:55:34,154 | bot | INFO | Cog loaded: Latency
2021-06-26 16:55:34,156 | bot | INFO | Cog loaded: VoiceChannel
2021-06-26 16:55:34,159 | bot | INFO | Cog loaded: Debug
2021-06-26 16:55:34,332 | bot | INFO | Cog loaded: KUSNews
2021-06-26 16:55:34,335 | bot | INFO | Cog loaded: NewPatch
2021-06-26 16:55:34,337 | bot | INFO | Cog loaded: ErrorHandler
2021-06-26 16:55:34,389 | bot | INFO | Cog loaded: Snekbox
2021-06-26 16:55:34,454 | exts.kus | DEBUG | loaded data
2021-06-26 16:55:34,673 | exts.debug | DEBUG | {"op":1,"d":null}
2021-06-26 16:55:34,673 | exts.debug | DEBUG | {"op":2,"d":{"token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo","properties":{"$os":"linux","$browser":"discord.py","$device":"discord.py","$referrer":"","$referring_domain":""},"compress":true,"large_threshold":250,"guild_subscriptions":true,"v":3,"presence":{"status":"dnd","game":{"flags":0,"type":3,"name":"myself starting..."},"since":0,"afk":false},"intents":32767}}
2021-06-26 16:55:36,964 | utils.planner | DEBUG | returning sorted date for 562976873685057546
2021-06-26 16:55:36,972 | bot | INFO | Connected successfully
2021-06-26 16:55:36,973 | bot | DEBUG | bot connected
2021-06-26 16:55:37,189 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-26 16:55:37,387 | bot | DEBUG | changed bot status
2021-06-26 16:55:37,388 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":3,"name":"~80 users"},"afk":false,"since":0.0,"status":"online"}}
2021-06-26 16:55:37,391 | utils.planner | DEBUG | returning sorted date for 829749071891005512
2021-06-26 16:55:37,460 | bot | DEBUG | exts.update Time took to update all works: 0.6130037307739258 sec
2021-06-26 17:00:34,402 | bot | DEBUG | exts.dayloop New day [UTC+7] detected.
2021-06-26 17:00:34,453 | bot | ERROR | unable to log a message with error
Traceback (most recent call last):
  File "/home/runner/TpLearn-BETA/bot.py", line 166, in log
    try: await self.log_channel.send(text, embed=embed)
  File "/opt/virtualenvs/python3/lib/python3.8/site-packages/discord/abc.py", line 1065, in send
    data = await state.http.send_message(channel.id, content, tts=tts, embed=embed,
  File "/opt/virtualenvs/python3/lib/python3.8/site-packages/discord/http.py", line 216, in request
    raise HTTPException(r, data)
discord.errors.HTTPException: 429 Too Many Requests (error code: 0): You are being blocked from accessing our API temporarily due to exceeding our rate limits frequently. Please read our docs at https://discord.com/developers/docs/topics/rate-limits to prevent this moving forward.

2021-06-26 17:00:34,501 | bot | ERROR | Traceback (most recent call last):
  File "/home/runner/TpLearn-BETA/bot.py", line 177, in log
    await self.log_channel.send(text, embed=embed)
  File "/opt/virtualenvs/python3/lib/python3.8/site-packages/discord/abc.py", line 1065, in send
    data = await state.http.send_message(channel.id, content, tts=tts, embed=embed,
  File "/opt/virtualenvs/python3/lib/python3.8/site-packages/discord/http.py", line 216, in request
    raise HTTPException(r, data)
discord.errors.HTTPException: 429 Too Many Requests (error code: 0): You are being blocked from accessing our API temporarily due to exceeding our rate limits frequently. Please read our docs at https://discord.com/developers/docs/topics/rate-limits to prevent this moving forward.

2021-06-26 17:06:59,241 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-26 17:06:59,365 | utils.planner | DEBUG | return embed for 728482381215826000
2021-06-26 17:06:59,365 | utils.planner | DEBUG | took 0.3929264545440674 second for 728482381215826000
2021-06-26 17:31:05,478 | bot | ERROR | Traceback (most recent call last):
  File "/opt/virtualenvs/python3/lib/python3.8/site-packages/discord/client.py", line 343, in _run_event
    await coro(*args, **kwargs)
  File "/home/runner/TpLearn-BETA/bot.py", line 120, in on_message
    if not message.author.bot: await self.process_commands(message)
  File "/opt/virtualenvs/python3/lib/python3.8/site-packages/discord/ext/commands/bot.py", line 976, in process_commands
    await self.invoke(ctx)
  File "/opt/virtualenvs/python3/lib/python3.8/site-packages/discord/ext/commands/bot.py", line 939, in invoke
    await ctx.command.invoke(ctx)
  File "/opt/virtualenvs/python3/lib/python3.8/site-packages/discord/ext/commands/core.py", line 855, in invoke
    await self.prepare(ctx)
  File "/opt/virtualenvs/python3/lib/python3.8/site-packages/discord/ext/commands/core.py", line 777, in prepare
    if not await self.can_run(ctx):
  File "/opt/virtualenvs/python3/lib/python3.8/site-packages/discord/ext/commands/core.py", line 1087, in can_run
    return await discord.utils.async_all(predicate(ctx) for predicate in predicates)
  File "/opt/virtualenvs/python3/lib/python3.8/site-packages/discord/utils.py", line 350, in async_all
    elem = await elem
  File "/opt/virtualenvs/python3/lib/python3.8/site-packages/discord/ext/commands/core.py", line 1918, in predicate
    if not await ctx.bot.is_owner(ctx.author):
  File "/opt/virtualenvs/python3/lib/python3.8/site-packages/discord/ext/commands/bot.py", line 321, in is_owner
    app = await self.application_info()
  File "/opt/virtualenvs/python3/lib/python3.8/site-packages/discord/client.py", line 1350, in application_info
    data = await self.http.application_info()
  File "/opt/virtualenvs/python3/lib/python3.8/site-packages/discord/http.py", line 216, in request
    raise HTTPException(r, data)
discord.errors.HTTPException: 429 Too Many Requests (error code: 0): You are being blocked from accessing our API temporarily due to exceeding our rate limits frequently. Please read our docs at https://discord.com/developers/docs/topics/rate-limits to prevent this moving forward.

2021-06-26 17:32:42,665 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-26 17:32:42,668 | bot | DEBUG | created bot base.
2021-06-26 17:32:42,708 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2021-06-26 17:32:42,710 | constant | DEBUG | init database succesful
2021-06-26 17:32:42,795 | utils.planner | DEBUG | triggered update
2021-06-26 17:32:42,820 | bot | DEBUG | bot subclass Created.
2021-06-26 17:32:42,825 | bot | INFO | Cog loaded: Help
2021-06-26 17:32:42,827 | bot | INFO | Cog loaded: VoiceChannel
2021-06-26 17:32:42,829 | bot | INFO | Cog loaded: Latency
2021-06-26 17:32:42,837 | bot | INFO | Cog loaded: Updater
2021-06-26 17:32:43,006 | bot | INFO | Cog loaded: KUSNews
2021-06-26 17:32:43,008 | bot | INFO | Cog loaded: Debug
2021-06-26 17:32:43,012 | bot | INFO | Cog loaded: Assignments
2021-06-26 17:32:43,014 | bot | INFO | Cog loaded: DayLoop
2021-06-26 17:32:43,027 | bot | INFO | Cog loaded: ErrorHandler
2021-06-26 17:32:43,033 | bot | INFO | Cog loaded: Snekbox
2021-06-26 17:32:43,043 | bot | INFO | Cog loaded: NewPatch
2021-06-26 17:32:43,046 | bot | INFO | Cog loaded: AdminCommands
2021-06-26 17:32:43,049 | bot | INFO | Cog loaded: Utility
2021-06-26 17:32:43,051 | bot | INFO | Cog loaded: SetUp
2021-06-26 17:32:43,069 | exts.kus | DEBUG | loaded data
2021-06-26 17:32:43,089 | bot | DEBUG | exts.dayloop New day [UTC+7] detected.
2021-06-26 17:33:34,195 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-26 17:33:34,197 | bot | DEBUG | created bot base.
2021-06-26 17:33:34,233 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2021-06-26 17:33:34,234 | constant | DEBUG | init database succesful
2021-06-26 17:33:34,276 | utils.planner | DEBUG | triggered update
2021-06-26 17:33:34,540 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-26 17:34:10,696 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-26 17:34:10,697 | bot | DEBUG | created bot base.
2021-06-26 17:34:10,737 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2021-06-26 17:34:10,738 | constant | DEBUG | init database succesful
2021-06-26 17:34:10,775 | utils.planner | DEBUG | triggered update
2021-06-26 17:34:11,025 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-26 17:34:11,185 | utils.planner | DEBUG | return embed for 728482381215826000
2021-06-26 17:34:11,185 | utils.planner | DEBUG | took 0.4018874168395996 second for 728482381215826000
2021-06-26 17:34:11,185 | bot | DEBUG | bot subclass Created.
2021-06-26 17:34:11,193 | bot | INFO | Cog loaded: Latency
2021-06-26 17:34:11,200 | bot | INFO | Cog loaded: Snekbox
2021-06-26 17:34:11,204 | bot | INFO | Cog loaded: Assignments
2021-06-26 17:34:11,377 | bot | INFO | Cog loaded: KUSNews
2021-06-26 17:34:11,379 | bot | INFO | Cog loaded: VoiceChannel
2021-06-26 17:34:11,380 | bot | INFO | Cog loaded: DayLoop
2021-06-26 17:34:11,382 | bot | INFO | Cog loaded: Updater
2021-06-26 17:34:11,383 | bot | INFO | Cog loaded: Debug
2021-06-26 17:34:11,386 | bot | INFO | Cog loaded: AdminCommands
2021-06-26 17:34:11,387 | bot | INFO | Cog loaded: ErrorHandler
2021-06-26 17:34:11,389 | bot | INFO | Cog loaded: NewPatch
2021-06-26 17:34:11,391 | bot | INFO | Cog loaded: Utility
2021-06-26 17:34:11,393 | bot | INFO | Cog loaded: Help
2021-06-26 17:34:11,394 | bot | INFO | Cog loaded: SetUp
2021-06-26 17:34:11,415 | exts.kus | DEBUG | loaded data
2021-06-26 17:34:11,433 | bot | DEBUG | exts.dayloop New day [UTC+7] detected.
2021-06-26 17:37:37,694 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-26 17:37:37,695 | bot | DEBUG | created bot base.
2021-06-26 17:37:37,731 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2021-06-26 17:37:37,731 | constant | DEBUG | init database succesful
2021-06-26 17:37:37,772 | utils.planner | DEBUG | triggered update
2021-06-26 17:37:52,173 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-26 17:37:52,176 | bot | DEBUG | created bot base.
2021-06-26 17:37:52,211 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2021-06-26 17:37:52,212 | constant | DEBUG | init database succesful
2021-06-26 17:37:52,338 | utils.planner | DEBUG | triggered update
2021-06-26 17:37:52,878 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-26 17:37:53,066 | utils.planner | DEBUG | return embed for 728482381215826000
2021-06-26 17:37:53,067 | utils.planner | DEBUG | took 0.667069673538208 second for 728482381215826000
2021-06-26 17:38:04,882 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-26 17:38:04,884 | bot | DEBUG | created bot base.
2021-06-26 17:38:04,936 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
